feature_mode,product_name,group_code,group_name,train_start,train_end,observations,feature,coef,mean_abs_contribution,mean_signed_contribution,max_abs_contribution,share_of_exog_contribution_%,aic,bic
full_exog,Молочные напитки,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,income_index,-5.593514167935341,4.4692892360176675,2.220446049250313e-15,17.368820521363958,20.33604098084337,245.95240010200519,261.7977858252918
full_exog,Молочные напитки,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,stock_days_mean,-2.450096037119292,2.000065290439329,-4.9404924595819466e-15,6.159659769409149,9.100643874858811,245.95240010200519,261.7977858252918
full_exog,Молочные напитки,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,stock_value_mean_thousand_rub,0.8590821831808578,0.7538026135767714,-1.942890293094024e-16,1.748424417744784,3.429932598146903,245.95240010200519,261.7977858252918
full_exog,Молочные напитки,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,group_consumer_price_index_mean,4.276933388389638,3.7654350974265025,-2.3314683517128287e-15,9.76023200391135,17.133382604747716,245.95240010200519,261.7977858252918
full_exog,Молочные напитки,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,group_income_index_mean,-5.593514167653058,4.46928923579212,2.220446049250313e-15,17.36882052048742,20.336040979817092,245.95240010200519,261.7977858252918
full_exog,Молочные напитки,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,group_stock_days_mean_mean,-2.450096020325047,2.000065276729831,-4.9960036108132044e-15,6.159659727187606,9.100643812478216,245.95240010200519,261.7977858252918
full_exog,Молочные напитки,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,group_stock_value_mean_thousand_rub_mean,0.859082158585011,0.7538025919951183,-2.220446049250313e-16,1.7484243676867337,3.429932499946639,245.95240010200519,261.7977858252918
full_exog,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2017Q1,2024Q4,32,consumer_price_index,-5.314977514372552,4.757227175740083,-6.217248937900877e-15,7.979956678175288,14.585750708594109,177.72118685375136,193.56657257703796
full_exog,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2017Q1,2024Q4,32,income_index,1.9270680488770735,1.5397519751163757,-7.216449660063518e-16,5.983876695132351,4.720909393741321,177.72118685375136,193.56657257703796
full_exog,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2017Q1,2024Q4,32,stock_days_mean,1.8047127339865647,1.4732252302666167,3.608224830031759e-15,4.537134975307988,4.5169371048455575,177.72118685375136,193.56657257703796
full_exog,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2017Q1,2024Q4,32,stock_value_mean_thousand_rub,9.729984361313289,8.537585559581998,-2.4424906541753444e-15,19.802694753376777,26.176402771007723,177.72118685375136,193.56657257703796
full_exog,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2017Q1,2024Q4,32,group_consumer_price_index_mean,-5.314977495603687,4.757227158940809,-6.217248937900877e-15,7.979956649995539,14.585750657087207,177.72118685375136,193.56657257703796
full_exog,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2017Q1,2024Q4,32,group_income_index_mean,1.9270680529339046,1.5397519783578355,-7.494005416219807e-16,5.983876707729507,4.720909403679699,177.72118685375136,193.56657257703796
full_exog,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2017Q1,2024Q4,32,group_stock_days_mean_mean,1.8047127380144858,1.473225233554694,3.6914915568786455e-15,4.537134985434377,4.516937114926867,177.72118685375136,193.56657257703796
full_exog,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2017Q1,2024Q4,32,group_stock_value_mean_thousand_rub_mean,9.72998438923222,8.537585584079496,-1.9984014443252818e-15,19.802694810198048,26.176402846117526,177.72118685375136,193.56657257703796
full_exog,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,consumer_price_index,-23.64795409606058,20.690546334148507,-6.661338147750939e-15,49.70353736298502,25.53029139102393,187.37989342591823,203.22527914920482
full_exog,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,income_index,11.18517974251389,8.93710142234113,-4.440892098500626e-15,34.7319008434065,11.02758718008948,187.37989342591823,203.22527914920482
full_exog,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,stock_days_mean,0.6483990464252621,0.5293018752986883,1.2975731600306517e-15,1.630106518389705,0.6531113723124916,187.37989342591823,203.22527914920482
full_exog,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,stock_value_mean_thousand_rub,11.812183602304716,10.364613590864629,-2.886579864025407e-15,24.040435992613535,12.789010055931449,187.37989342591823,203.22527914920482
full_exog,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,group_consumer_price_index_mean,-23.64795409625055,20.690546334314718,-6.217248937900877e-15,49.7035373633843,25.530291391229014,187.37989342591823,203.22527914920482
full_exog,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,group_income_index_mean,11.185179743627904,8.93710142323124,-4.6629367034256575e-15,34.7319008468657,11.027587181187796,187.37989342591823,203.22527914920482
full_exog,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,group_stock_days_mean_mean,0.6483990428949552,0.5293018724168239,1.3253287356462806e-15,1.6301065095143428,0.6531113687565275,187.37989342591823,203.22527914920482
full_exog,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,group_stock_value_mean_thousand_rub_mean,11.812183605572354,10.364613593731821,-2.4424906541753444e-15,24.04043599926391,12.78901005946931,187.37989342591823,203.22527914920482
full_exog,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,consumer_price_index,-6.593063296092183,5.768536299488752,-1.7763568394002505e-15,13.85737499923653,18.307093080853406,143.83873260592185,159.68411832920845
full_exog,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,income_index,-0.5217958518464191,0.41692154771401446,2.1510571102112408e-16,1.6202655839268154,1.323147014276461,143.83873260592185,159.68411832920845
full_exog,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,stock_days_mean,-1.0328168152908588,0.843110242353638,-2.0816681711721685e-15,2.59655135551188,2.6757043525160573,143.83873260592185,159.68411832920845
full_exog,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,stock_value_mean_thousand_rub,9.9451164257585,8.726353427916226,-2.4424906541753444e-15,20.240536629136717,27.694055505110555,143.83873260592185,159.68411832920845
full_exog,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,group_consumer_price_index_mean,-6.5930632980382935,5.7685363011914825,-1.7763568394002505e-15,13.857375003326887,18.30709308625721,143.83873260592185,159.68411832920845
full_exog,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,group_income_index_mean,-0.5217958470499492,0.41692154388157376,2.0122792321330962e-16,1.620265569032954,1.3231470021137832,143.83873260592185,159.68411832920845
full_exog,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,group_stock_days_mean_mean,-1.0328168418518826,0.8431102640359643,-2.095545958979983e-15,2.5965514222875767,2.675704421327337,143.83873260592185,159.68411832920845
full_exog,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2017Q1,2024Q4,32,group_stock_value_mean_thousand_rub_mean,9.945116437405987,8.726353438136329,-2.220446049250313e-15,20.24053665284196,27.694055537545186,143.83873260592185,159.68411832920845
full_exog,Свежие овощи,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,consumer_price_index,-9.522976062161463,8.0327339544672,-3.774758283725532e-15,22.597066161279905,21.37405296063244,193.92399024933212,209.76937597261872
full_exog,Свежие овощи,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,income_index,3.056088798856121,2.4418539692522883,-1.1657341758564144e-15,9.48967969884944,6.497453588874746,193.92399024933212,209.76937597261872
full_exog,Свежие овощи,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,stock_days_mean,-1.5947254891168547,1.301808194552093,-3.2335245592207684e-15,4.009216899968461,3.4639411005847656,193.92399024933212,209.76937597261872
full_exog,Свежие овощи,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,stock_value_mean_thousand_rub,7.994129028279584,7.014457374118846,-1.887379141862766e-15,16.269840843275738,18.664552349718573,193.92399024933212,209.76937597261872
full_exog,Свежие овощи,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_consumer_price_index_mean,-9.522976052884594,8.032733946642061,-3.3306690738754696e-15,22.597066139266822,21.374052939810767,193.92399024933212,209.76937597261872
full_exog,Свежие овощи,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_income_index_mean,3.0560888079032607,2.4418539764810676,9.43689570931383e-16,9.48967972694236,6.497453608109581,193.92399024933212,209.76937597261872
full_exog,Свежие овощи,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_stock_days_mean_mean,-1.5947254907050399,1.301808195848562,-3.219646771412954e-15,4.009216903961235,3.4639411040345,193.92399024933212,209.76937597261872
full_exog,Свежие овощи,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_stock_value_mean_thousand_rub_mean,7.994129027643995,7.0144573735611475,-2.1094237467877974e-15,16.269840841982163,18.66455234823461,193.92399024933212,209.76937597261872
full_exog,Свежие фрукты,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,consumer_price_index,-10.212903354386453,8.61469513448002,-3.9968028886505635e-15,24.23419436228708,22.20211251743374,189.6836283782732,205.5290141015598
full_exog,Свежие фрукты,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,income_index,5.740578580376132,4.586795579219709,-2.220446049250313e-15,17.82548073676246,11.821260062553621,189.6836283782732,205.5290141015598
full_exog,Свежие фрукты,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,stock_days_mean,-1.2786714812392046,1.043806613600371,-2.6229018956769323e-15,3.214641859729049,2.690137203908811,189.6836283782732,205.5290141015598
full_exog,Свежие фрукты,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,stock_value_mean_thousand_rub,5.875339393940525,5.155323061647701,-1.3322676295501878e-15,11.957629968378502,13.286490223003344,189.6836283782732,205.5290141015598
full_exog,Свежие фрукты,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_consumer_price_index_mean,-10.21290335797871,8.614695137510125,-3.219646771412954e-15,24.234194370811142,22.20211252524304,189.6836283782732,205.5290141015598
full_exog,Свежие фрукты,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_income_index_mean,5.74057856807028,4.586795569387174,1.5543122344752192e-15,17.82548069855068,11.821260037212847,189.6836283782732,205.5290141015598
full_exog,Свежие фрукты,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_stock_days_mean_mean,-1.2786714826889785,1.0438066147838518,-2.581268532253489e-15,3.2146418633738505,2.690137206958922,189.6836283782732,205.5290141015598
full_exog,Свежие фрукты,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_stock_value_mean_thousand_rub_mean,5.875339394242249,5.1553230619124495,-1.2212453270876722e-15,11.957629968992572,13.286490223685663,189.6836283782732,205.5290141015598
full_exog,Свежий картофель,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,consumer_price_index,-8.840412933741963,7.456984526774297,-3.1086244689504383e-15,20.977412381677226,16.995588859423247,240.98973308186763,256.83511880515425
full_exog,Свежий картофель,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,income_index,7.979385081137877,6.375630557548579,-2.9976021664879227e-15,24.777358773775976,14.531020587023235,240.98973308186763,256.83511880515425
full_exog,Свежий картофель,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,stock_days_mean,1.2314040177050676,1.0052211819481132,2.4980018054066022e-15,3.095809173531344,2.2910502039842457,240.98973308186763,256.83511880515425
full_exog,Свежий картофель,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,stock_value_mean_thousand_rub,8.091805415534424,7.100163628350328,-2.1094237467877974e-15,16.46863414135244,16.182340385554266,240.98973308186763,256.83511880515425
full_exog,Свежий картофель,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_consumer_price_index_mean,-8.840412935883919,7.45698452858106,-3.219646771412954e-15,20.97741238675987,16.99558886354113,240.98973308186763,256.83511880515425
full_exog,Свежий картофель,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_income_index_mean,7.9793850899210845,6.375630564566473,2.4424906541753444e-15,24.777358801049342,14.53102060301807,240.98973308186763,256.83511880515425
full_exog,Свежий картофель,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_stock_days_mean_mean,1.2314039724444696,1.0052211450009283,2.4702462297909733e-15,3.0958090597440147,2.291050119776057,240.98973308186763,256.83511880515425
full_exog,Свежий картофель,G04,"Овощи, фрукты и картофель",2017Q1,2024Q4,32,group_stock_value_mean_thousand_rub_mean,8.091805411596853,7.100163624895302,-2.1094237467877974e-15,16.468634133338597,16.18234037767974,240.98973308186763,256.83511880515425
full_exog,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2017Q1,2024Q4,32,consumer_price_index,-28.24492282090801,26.220606855845553,-1.9539925233402755e-14,43.30659982926038,22.84236409989381,218.36230263081444,234.20768835410104
full_exog,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2017Q1,2024Q4,32,income_index,8.153852700001755,6.515032412556265,-3.1086244689504383e-15,25.3191106435053,5.675640663406025,218.36230263081444,234.20768835410104
full_exog,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2017Q1,2024Q4,32,stock_days_mean,-5.21794647108358,4.259520225360262,-1.0547118733938987e-14,13.118169439045166,3.7107269260951377,218.36230263081444,234.20768835410104
full_exog,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2017Q1,2024Q4,32,stock_value_mean_thousand_rub,23.24862055538912,20.399527868007887,-4.884981308350689e-15,47.31614350028738,17.7712684374078,218.36230263081444,234.20768835410104
full_exog,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2017Q1,2024Q4,32,group_consumer_price_index_mean,-28.24492309117129,26.220607106739045,-1.9095836023552692e-14,43.306600243642244,22.84236431846238,218.36230263081444,234.20768835410104
full_exog,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2017Q1,2024Q4,32,group_income_index_mean,8.15385226464896,6.5150320647038225,-3.1086244689504383e-15,25.319109291660226,5.675640360370622,218.36230263081444,234.20768835410104
full_exog,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2017Q1,2024Q4,32,group_stock_days_mean_mean,-5.217946628843543,4.259520354143062,-1.0769163338864018e-14,13.118169835661334,3.7107270382856603,218.36230263081444,234.20768835410104
full_exog,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2017Q1,2024Q4,32,group_stock_value_mean_thousand_rub_mean,23.248620187350298,20.399527545071816,-5.773159728050814e-15,47.31614275124605,17.771268156078566,218.36230263081444,234.20768835410104
full_exog,Чай,G05,"Бакалея, масло, сахар, чай, соль",2017Q1,2024Q4,32,consumer_price_index,-6.64958373697068,6.101583802700996,-2.220446049250313e-15,10.771026479183035,19.86300217088138,180.85827916592112,196.70366488920772
full_exog,Чай,G05,"Бакалея, масло, сахар, чай, соль",2017Q1,2024Q4,32,income_index,-1.4624740759211536,1.1685354589674568,6.38378239159465e-16,4.541232752646843,3.8040323805677776,180.85827916592112,196.70366488920772
full_exog,Чай,G05,"Бакалея, масло, сахар, чай, соль",2017Q1,2024Q4,32,stock_days_mean,-0.6556048832612403,0.5351841525343,-1.3183898417423734e-15,1.6482223402150762,1.742230267968188,180.85827916592112,196.70366488920772
full_exog,Чай,G05,"Бакалея, масло, сахар, чай, соль",2017Q1,2024Q4,32,stock_value_mean_thousand_rub,8.608872487414773,7.553864703531211,-1.9984014443252818e-15,17.52098129950212,24.590735103624276,180.85827916592112,196.70366488920772
full_exog,Чай,G05,"Бакалея, масло, сахар, чай, соль",2017Q1,2024Q4,32,group_consumer_price_index_mean,-6.649583721130119,6.1015837881658745,-2.4424906541753444e-15,10.771026453524422,19.86300212356397,180.85827916592112,196.70366488920772
full_exog,Чай,G05,"Бакалея, масло, сахар, чай, соль",2017Q1,2024Q4,32,group_income_index_mean,-1.462474101334894,1.16853547927336,5.828670879282072e-16,4.541232831560864,3.804032446671303,180.85827916592112,196.70366488920772
full_exog,Чай,G05,"Бакалея, масло, сахар, чай, соль",2017Q1,2024Q4,32,group_stock_days_mean_mean,-0.6556049275559548,0.5351841886930135,-1.3461454173580023e-15,1.6482224515741277,1.7422303856787087,180.85827916592112,196.70366488920772
full_exog,Чай,G05,"Бакалея, масло, сахар, чай, соль",2017Q1,2024Q4,32,group_stock_value_mean_thousand_rub_mean,8.608872493513315,7.553864708882385,-1.9984014443252818e-15,17.52098131191402,24.590735121044403,180.85827916592112,196.70366488920772
full_exog,сыры,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,consumer_price_index,-5.6051016408780825,4.934761551465725,3.219646771412954e-15,12.79119580608496,9.861230948033883,196.51398488988266,212.35937061316926
full_exog,сыры,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,income_index,-0.36172556817748563,0.2890233473467264,1.3877787807814457e-16,1.1232199084573367,0.5775610326528016,196.51398488988266,212.35937061316926
full_exog,сыры,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,stock_days_mean,2.06657945480194,1.6869925810516904,4.163336342344337e-15,5.195480558793796,3.371150414436805,196.51398488988266,212.35937061316926
full_exog,сыры,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,stock_value_mean_thousand_rub,20.639605413448432,18.11024464067523,-4.440892098500626e-15,42.00621405495208,36.19005762781926,196.51398488988266,212.35937061316926
full_exog,сыры,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,group_consumer_price_index_mean,-5.60510162330404,4.934761535993443,3.3306690738754696e-15,12.791195765979886,9.86123091711532,196.51398488988266,212.35937061316926
full_exog,сыры,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,group_income_index_mean,-0.3617255952889624,0.2890233690091425,1.3877787807814457e-16,1.1232199926431203,0.5775610759412332,196.51398488988266,212.35937061316926
full_exog,сыры,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,group_stock_days_mean_mean,2.0665794591978,1.686992584640124,4.191091917959966e-15,5.1954805698452,3.3711504216076422,196.51398488988266,212.35937061316926
full_exog,сыры,G02,Молочная продукция и яйца,2017Q1,2024Q4,32,group_stock_value_mean_thousand_rub_mean,20.63960537613512,18.11024460793462,-5.329070518200751e-15,42.00621397901114,36.19005756239306,196.51398488988266,212.35937061316926
